CLASE,tiltX,tiltY,motionX,motionY,motionZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
0,-0.025444436818361282,-0.04739417880773544,-0.440261572599411,-0.0323638916015625,0.05706787109375,-0.0323638916015625,0.05706787109375,-1.010162353515625,0.02774694189429283,0.03262186050415039,-0.0263674259185791
0,-0.02513025887310505,-0.04712801054120064,-0.4404829144477844,-0.027252197265625,0.0564422607421875,-0.027252197265625,0.0564422607421875,-1.01568603515625,0.03387327864766121,0.016710802912712097,-0.020973192527890205
0,-0.024942364543676376,-0.04683239385485649,-0.44065752625465393,-0.023651123046875,0.052642822265625,-0.023651123046875,0.052642822265625,-1.015625,0.029631128534674644,0.018787536770105362,-0.02087918296456337
0,-0.024738963693380356,-0.046576693654060364,-0.440840482711792,-0.0243988037109375,0.05029296875,-0.0243988037109375,0.05029296875,-1.009613037109375,0.024052871391177177,0.02322516217827797,-0.02069436013698578
0,-0.024493146687746048,-0.04642534255981445,-0.44102975726127625,-0.0223236083984375,0.0467681884765625,-0.0223236083984375,0.0467681884765625,-1.0062103271484375,0.01768551953136921,0.021742846816778183,-0.022708240896463394
0,-0.02426157146692276,-0.04631709307432175,-0.441222220659256,-0.0180511474609375,0.0425567626953125,-0.0180511474609375,0.0425567626953125,-1.0062408447265625,0.01449665054678917,0.015597335062921047,-0.019213108345866203
0,-0.02411484345793724,-0.04621162265539169,-0.4413885474205017,-0.0159454345703125,0.0389862060546875,-0.0159454345703125,0.0389862060546875,-1.0106201171875,0.023806795477867126,0.006582002621144056,-0.016293486580252647
0,-0.024053335189819336,-0.0460372157394886,-0.44152945280075073,-0.012542724609375,0.039886474609375,-0.012542724609375,0.039886474609375,-1.0121612548828125,0.024833444505929947,0.0034698324743658304,-0.01290168333798647
0,-0.024012500420212746,-0.045833148062229156,-0.44161221385002136,-0.010467529296875,0.0405426025390625,-0.010467529296875,0.0405426025390625,-1.0098419189453125,0.02305525168776512,-0.004716191906481981,-0.004486893769353628
0,-0.02403530851006508,-0.04565422609448433,-0.4416440725326538,-0.01153564453125,0.0433197021484375,-0.01153564453125,0.0433197021484375,-1.012359619140625,0.018370751291513443,-0.008230765350162983,-0.007230748422443867
0,-0.024069564417004585,-0.04553893953561783,-0.4416784644126892,-0.0138397216796875,0.049407958984375,-0.0138397216796875,0.049407958984375,-1.0157623291015625,0.018449313938617706,-8.04274677648209e-05,-0.004250138532370329
0,-0.02402014285326004,-0.04542360454797745,-0.44168367981910706,-0.0159454345703125,0.04949951171875,-0.0159454345703125,0.04949951171875,-1.0153961181640625,0.016645023599267006,0.007191333919763565,0.0035180358681827784
0,-0.02394774928689003,-0.0453445129096508,-0.4416177570819855,-0.0111846923828125,0.0439300537109375,-0.0111846923828125,0.0439300537109375,-1.007904052734375,0.005682120565325022,-0.005364139098674059,0.006925017572939396
0,-0.023944426327943802,-0.045358143746852875,-0.4415167570114136,-0.010955810546875,0.042388916015625,-0.010955810546875,0.042388916015625,-1.00433349609375,-0.011867578141391277,-0.006117547396570444,0.010715494863688946
0,-0.023975225165486336,-0.04553639516234398,-0.44137823581695557,-0.017486572265625,0.040985107421875,-0.017486572265625,0.040985107421875,-0.9974365234375,-0.021152423694729805,-0.01468653418123722,0.016110260039567947
0,-0.024101847782731056,-0.045809727162122726,-0.4411941468715668,-0.0161285400390625,0.0354156494140625,-0.0161285400390625,0.0354156494140625,-1.000640869140625,-0.024686170741915703,-0.019206184893846512,0.021771075204014778
0,-0.02423681877553463,-0.046109769493341446,-0.4409404397010803,-0.0177154541015625,0.032745361328125,-0.0177154541015625,0.032745361328125,-1.0040283203125,-0.020780645310878754,-0.00762889115139842,0.02160995453596115
